School ID,School Name,ZIP,Years on Probation,NWEA or Scantron,Growth Overall Level,Growth Overall Reading and Math,Reading Growth Grade 3,Reading Growth Grade 4,Reading Growth Grade 5,Reading Growth Grade 6,Reading Growth Grade 7,Reading Growth Grade 8,Reading Growth All Grades,Math Growth Grade 3,Math Growth Grade 4,Math Growth Grade 5,Math Growth Grade 6,Math Growth Grade 7,Math Growth Grade 8,Math Growth All Grades,Student Performance Level,Student Performance Reading and Math,Reading Performance Grade 3,Reading Performance Grade 4,Reading Performance Grade 5,Reading Performance Grade 6,Reading Performance Grade 7,Reading Performance Grade 8,Reading Performance All Grades,Math Performance Grade 3,Math Performance Grade 4,Math Performance Grade 5,Math Performance Grade 6,Math Performance Grade 7,Math Performance Grade 8,Math Performance All Grades,Reading Growth African American,Reading Growth Hispanic,Reading Growth White,Reading Growth Students with Disabilities,Reading Growth English Language Learners,Reading Growth Free and Reduced Lunch,Math Growth African American,Math Growth Hispanic,Math Growth White,Math Growth Students with Disabilities,Math Growth English Language Learners,Math Growth Free and Reduced  Lunch,Overall Foundation,Involved Families,Supportive Environment,Ambitious Instruction,Effective Leaders,Collaborative Teachers,Safety,Misconducts Resulting in Suspensions 2011 - Percent,Misconducts Resulting in Suspensions 2012 - Percent,Average Days of Suspension 2011,Average Days of Suspension 2012,Student Attendance 2011 - Percent,Student Attendance 2012 - Percent,Teacher Attendance 2011 - Percent,Teacher Attendance 2012 - Percent,Healthy School Certified,Blue Ribbon Award,Blue Ribbon Award Year
610106,Brian Piccolo Elementary Specialty School,60651,6,Scantron,Below Average,35.80%,24.30%,18.20%,23.50%,37%,32.40%,47.20%,29.80%,47.10%,32.50%,45.20%,57.10%,36.40%,33.30%,42.70%,Far Below Average,15.80%,15.40%,8.90%,4.20%,7.10%,20.80%,19.60%,12.50%,21.20%,5.80%,6.50%,25.50%,24.10%,31.80%,19.10%,23.40%,46.70%,,,,30.20%,39.70%,49.10%,,,,42.40%,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,64.50%,84.30%,2.8,3.4,90.60%,92.80%,95%,95.30%,No,No,
610107,James Otis Elementary School,60642,0,NWEA,Above Average,57.10%,54.80%,44.70%,60%,56%,56.40%,45.70%,52.70%,63.30%,42.10%,73.30%,60%,61.90%,65.20%,61.50%,Below Average,39.10%,32.40%,28.20%,40%,44.40%,52.40%,47.80%,41.10%,24.30%,17.90%,42.20%,40.70%,44.20%,50%,37.10%,45.50%,53.70%,,,,52.80%,63.60%,60.60%,,,,61.60%,Well-organized,Very Strong,Very Strong,Very Strong,Very Strong,Very Strong,Very Strong,71.40%,,3,,95.50%,95.20%,96.50%,96.20%,No,No,
610108,Luke O'Toole Elementary School,60636,8,Scantron,Above Average,57.40%,50%,56.10%,51.20%,44.90%,60.50%,39.10%,51.10%,51.20%,68.80%,77.80%,47.90%,66.70%,69.80%,63.20%,Below Average,30.90%,15.20%,24.50%,11.10%,22.40%,31.30%,26.90%,21.70%,24%,53.70%,47.80%,27.10%,50%,40.40%,39.50%,50.90%,,,,,50.90%,62.80%,,,,,63.10%,Partially Organized,Weak,Neutral,Neutral,Neutral,Weak,Weak,62.30%,71%,3.7,4.4,89.20%,90.30%,94.60%,94.20%,No,No,
610109,William Bishop Owen Scholastic Academy ES,60652,0,Scantron,Above Average,63.10%,63%,58.30%,74.10%,80.80%,64.30%,57.70%,66.50%,66.70%,61.50%,59.30%,76.90%,71.40%,20%,59.70%,Above Average,68.50%,51.90%,70.80%,74.10%,84.60%,78.60%,53.80%,69%,29.60%,73.10%,81.50%,84.60%,82.10%,56%,67.90%,65.50%,,,,,62.10%,60.10%,,,,,64.20%,Well-organized,Strong,Neutral,Strong,Strong,Not Enough Data,Strong,,85.70%,,2.2,96.90%,96.80%,95%,96.20%,No,No,
610110,Ida B Wells Preparatory Elementary Academy,60653,2,Scantron,Below Average,40.80%,52%,61.50%,48.10%,42.10%,33.30%,47.40%,46.20%,36%,38.50%,45.80%,33.30%,15.40%,47.40%,35.20%,Far Below Average,23.60%,28.60%,11.10%,14.80%,21.70%,27.60%,30.40%,23%,14.30%,15%,23.10%,29.20%,28.60%,36.40%,24.30%,45.70%,,,,,46.80%,34.40%,,,,,35%,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,100%,53.10%,2.1,2.5,93.20%,92.60%,92.80%,93.20%,No,No,
610111,John Palmer Elementary School,60630,0,Scantron,Average,51.40%,45.10%,44.20%,36.60%,45.70%,56.80%,74.10%,50.10%,53.70%,63.60%,38.70%,45.70%,61.40%,55.60%,52.60%,Average,46.80%,32.50%,45.50%,34.70%,40.60%,50.60%,53%,42.60%,44.60%,57.10%,41.10%,45.80%,59.60%,60.20%,51.10%,,49.80%,52.70%,40.90%,32.30%,48%,,46.50%,59.30%,37.90%,41.90%,50.40%,Partially Organized,Neutral,Neutral,Neutral,Neutral,Weak,Strong,1.40%,6.80%,1.5,5.7,96.30%,96%,94.80%,95.30%,No,No,
610112,Francis W Parker Elementary Community Academy,60621,1,Scantron,Below Average,41.20%,22.80%,41.30%,32%,43.40%,61%,54.40%,40.40%,38.20%,30.60%,51.30%,43.40%,40%,48.30%,42%,Far Below Average,20%,16%,16.90%,10.80%,19.30%,28.60%,26.20%,18.90%,13.20%,18.60%,26.20%,14%,23.40%,32.30%,21%,40.10%,,,32.60%,,40.20%,42.30%,,,35.60%,,41.80%,Partially Organized,Weak,Neutral,Neutral,Neutral,Weak,Weak,83.60%,69.60%,2.2,2.2,91.90%,90.50%,94.90%,94.80%,Pending,No,
610114,Francis Parkman Elementary School,60609,5,Scantron,Above Average,57.50%,50%,27.30%,57.10%,61.90%,64.70%,62.50%,56.70%,54.50%,72.70%,53.80%,57.10%,56.30%,58.30%,58.30%,Far Below Average,25.90%,20%,8.30%,28.60%,9.10%,22.20%,36%,21.70%,18.80%,66.70%,28.60%,27.30%,33.30%,20.80%,30.20%,54.80%,,,,,56.30%,58.30%,,,,,57.90%,Partially Organized,Neutral,Weak,Weak,Neutral,Neutral,Neutral,77.30%,82.10%,2.6,2.6,90.60%,91.80%,95.30%,95.90%,No,No,
610115,Park Manor Elementary School,60637,6,Scantron,Average,51.70%,42.90%,46.40%,42.90%,59.10%,72.40%,61.50%,53.10%,39.50%,40%,59.30%,50%,58.60%,60%,50.30%,Below Average,30.50%,19.10%,31.30%,20%,28%,34.40%,40.70%,28%,23.90%,30%,45.20%,25%,34.40%,44.40%,33.20%,53.10%,,,,,53.10%,50.30%,,,,,50.30%,Well-organized,Neutral,Neutral,Strong,Strong,Strong,Neutral,49.30%,64.70%,3.1,3.1,94.90%,93.10%,96.30%,95.70%,No,No,
610116,Parkside Elementary Community Academy,60649,6,Scantron,Below Average,35.90%,11.80%,25%,51.60%,24%,32.30%,65.50%,34.80%,27.80%,14.80%,50%,52%,33.30%,46.40%,36.90%,Far Below Average,17.70%,5.70%,3.60%,18.80%,22.20%,14.70%,32.30%,16%,10.80%,3.60%,28.10%,28.60%,20%,25.80%,19.40%,34.30%,,,,,34.70%,37%,,,38.70%,,37.40%,Moderately Organized,Not Enough Data,Neutral,Neutral,Not Enough Data,Not Enough Data,Weak,39.60%,57.70%,1.9,2.1,89.80%,89.20%,94.90%,94.10%,No,No,
610117,Louis Pasteur Elementary School,60629,0,NWEA,Above Average,62.10%,55.80%,56.90%,79.50%,57.30%,46.20%,54.90%,58.70%,73.50%,61.50%,69.70%,75%,52.30%,57.80%,65.50%,Below Average,43.90%,28.90%,45.10%,52.10%,46.50%,45%,51.90%,44.80%,43.40%,44.20%,45.20%,39.50%,39.60%,46.70%,43.10%,,57.80%,66.70%,60.40%,63.90%,58.70%,,64.40%,81.10%,45.80%,69.60%,64.80%,Partially Organized,Not Enough Data,Weak,Weak,Not Enough Data,Not Enough Data,Neutral,93.50%,71.20%,3.9,2.3,95%,95.90%,95.80%,96.30%,Yes,No,
610119,Elizabeth Peabody Elementary School,60622,1,Scantron,Average,47.40%,44.80%,55%,40%,42.90%,32%,42.30%,42.50%,62.10%,54.50%,44%,52.60%,40%,60%,52.40%,Far Below Average,27.80%,20%,20.80%,23.10%,20.80%,29.60%,40.70%,25.90%,30%,30.80%,40%,4.20%,25.90%,46.20%,29.70%,34.70%,46.30%,,,,42.10%,40.80%,59.60%,,,,52.10%,Partially Organized,Not Enough Data,Weak,Weak,Not Enough Data,Not Enough Data,Neutral,70%,77.10%,1.1,1.4,95.20%,93.80%,97%,95.10%,Yes,No,
610120,Ferdinand Peck Elementary School,60629,0,Scantron,Above Average,60.40%,49%,52.30%,56.70%,66.70%,65%,68.30%,59.10%,54.80%,64.30%,62.40%,48.80%,57.70%,85%,61.70%,Average,46.30%,36.10%,31.10%,41.10%,43.50%,48.40%,47.50%,41%,38.60%,48.10%,64%,51.50%,42.10%,67.50%,51.70%,,59.10%,,48%,48%,58.90%,,62%,,48%,55.90%,61.80%,Well-organized,Strong,Neutral,Strong,Strong,Strong,Strong,90%,96.70%,3.8,2.5,96.30%,94.90%,97.20%,96.30%,No,No,
610121,Washington Irving Elementary School,60612,0,Scantron,Above Average,56%,54%,37.80%,40.90%,66%,51%,49%,50.20%,60.80%,60.90%,70.50%,63.50%,44.70%,71.70%,61.90%,Below Average,43.30%,34.60%,32.60%,35.60%,35.30%,51%,51%,40.10%,28.80%,41.30%,46.70%,51.90%,48.90%,62.50%,46.60%,44.80%,63%,,32.70%,,50.60%,57.90%,71.40%,,47.20%,,62.10%,Not Yet Organized,Weak,Weak,Neutral,Weak,Weak,Neutral,43.90%,61.30%,1.9,1.7,95.60%,94.80%,95.90%,96.10%,No,No,
610122,Helen Peirce International Studies ES,60660,0,Scantron,Above Average,63.40%,60.60%,69.60%,58.20%,63.40%,57.50%,77.90%,64.50%,69.10%,81.20%,83.60%,65.90%,23.30%,51.90%,62.30%,Above Average,58.80%,49%,51.40%,52.90%,56%,61.60%,67.50%,56.20%,50%,74.30%,70%,71.40%,49.30%,57.10%,61.50%,68.30%,64.50%,75.50%,,62.50%,62.80%,57.10%,61.60%,70.80%,,66.70%,61.40%,Organized,Strong,Neutral,Neutral,Neutral,Strong,Strong,50.80%,14.60%,2.3,2,96.70%,95.70%,95.80%,96.30%,Pending,No,
610123,William Penn Elementary School,60623,6,Scantron,Above Average,60.80%,45%,56.30%,48%,55.30%,59.10%,57.10%,53%,48.70%,75%,69.20%,66.70%,72.70%,88.90%,68.60%,Far Below Average,27.60%,22%,28.60%,33.30%,12.20%,34.60%,19.40%,23.90%,2.60%,28.60%,32.10%,28.60%,64%,46.90%,31.30%,53.30%,,,,,52.50%,69.10%,,,,,68.50%,Organized,Not Enough Data,Neutral,Strong,Not Enough Data,Not Enough Data,Weak,74.10%,62.50%,2.3,2.8,91.80%,93.30%,95.20%,94.90%,No,No,
610124,Harold Washington Elementary School,60619,0,NWEA,Average,54.60%,47.40%,63.40%,77.30%,48.20%,41.30%,43.90%,51.90%,50.80%,70.70%,65.90%,69.60%,51.60%,41.80%,57.40%,Below Average,33.20%,26.80%,45.80%,50%,24.20%,40.30%,27.90%,34.70%,23.90%,45.80%,30%,28.80%,40.30%,25%,31.80%,51.70%,,,51.10%,,52.20%,57.30%,,,51.10%,,57.80%,Moderately Organized,Not Enough Data,Neutral,Neutral,Not Enough Data,Not Enough Data,Weak,94.10%,95.20%,4,3.4,96.10%,95.80%,96.20%,95.50%,No,No,
610125,Irma C Ruiz Elementary School,60608,0,Scantron,Above Average,55.50%,42.70%,47.60%,60.40%,45.80%,50%,71%,52.70%,51.80%,40%,68.90%,61.40%,56.20%,68.60%,58.30%,Below Average,33.70%,24.70%,28.70%,33%,41.30%,32.10%,38.80%,32.70%,23.60%,16.50%,30%,37.50%,51.90%,54.90%,34.80%,,52.60%,,40%,48.60%,51.90%,,58%,,51.30%,42.90%,57.20%,Moderately Organized,Neutral,Weak,Neutral,Neutral,Strong,Neutral,14.20%,32.90%,2.8,3.4,95.50%,94.40%,95%,94.20%,Yes,No,
610126,John J Pershing Elementary Humanities Magnet,60616,0,NWEA,Above Average,58.90%,47.90%,,,,,,47.90%,70.20%,,,,,,70.20%,Below Average,38.40%,38%,,,,,,38%,38.80%,,,,,,38.80%,47.90%,,,,,47.20%,70.20%,,,,,74.30%,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,93.60%,97.90%,1.8,1.8,95.50%,93.90%,96.70%,95.70%,No,No,
610127,Mary Gage Peterson Elementary School,60625,0,NWEA,Above Average,64.90%,59.70%,56.60%,70%,69%,85.70%,66.70%,67.50%,83.60%,48.20%,58.20%,55.80%,74%,60.70%,62.40%,Above Average,57.80%,54.10%,47.70%,49.50%,69%,70.60%,65.90%,59.10%,55.40%,47.10%,51.10%,60.70%,63.20%,62.60%,56.60%,,68.30%,70.30%,63.80%,56.40%,64.10%,,61.50%,69.20%,62.20%,84.20%,62%,Moderately Organized,Neutral,Strong,Strong,Weak,Weak,Neutral,76.90%,62.40%,1.6,2.1,95.50%,95.20%,96.70%,96.70%,Yes,No,
610128,Marcus Moziah Garvey Elementary School,60643,1,Scantron,Average,50.50%,37.10%,21.20%,65.70%,66%,56.80%,52.50%,51.10%,60%,33.30%,31.40%,51.10%,68.40%,52.50%,50%,Below Average,42.90%,32.40%,36.40%,31.60%,52.10%,61.50%,46.30%,44.10%,48.60%,30.30%,18.40%,41.70%,62.50%,46.30%,41.80%,51.30%,,,41.20%,,51.40%,50.20%,,,44.10%,,48.90%,Organized,Not Enough Data,Strong,Strong,Not Enough Data,Not Enough Data,Strong,74%,92.70%,2.4,2.6,94%,92.30%,96%,96.70%,No,No,
610129,Josiah Pickard Elementary School,60608,0,Scantron,Above Average,59%,61.60%,70.90%,52.40%,41.20%,75.50%,64.50%,61.30%,75%,33.90%,65%,47.10%,62.30%,48.40%,56.70%,Below Average,39.40%,27.20%,19.30%,22.20%,41.20%,47.30%,23.50%,30.30%,42%,38.60%,51.10%,51%,61.80%,51.40%,48.50%,,61.90%,,,51.30%,61.30%,,57%,,,49.30%,56.70%,Moderately Organized,Neutral,Not Enough Data,Not Enough Data,Neutral,Neutral,Not Enough Data,69.60%,86.40%,1.7,1.8,95.80%,96.20%,96.40%,96.40%,No,No,
610130,John T Pirie Fine Arts & Academic Center ES,60619,0,Scantron,Below Average,42.90%,34%,34.10%,53.70%,58.30%,,,45%,51.10%,28.90%,25.60%,54.20%,,,40.80%,Below Average,36.40%,34%,34%,46.70%,46.20%,,,40.10%,26%,24%,22.70%,55.80%,,,32.70%,45.50%,,,,,45.80%,41.20%,,,,,41.20%,Moderately Organized,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,92.90%,68.80%,2.3,2,93.50%,94%,95.40%,95.60%,No,No,
610131,Ambrose Plamondon Elementary School,60608,0,Scantron,Average,45.60%,50%,38.90%,43.50%,64%,64.30%,53.80%,52.40%,16.70%,55.60%,21.70%,59.30%,25%,42.90%,39.10%,Below Average,39.10%,25%,22.20%,41.70%,32.10%,64.30%,42.90%,37.30%,16.70%,26.30%,40%,50%,75%,26.70%,40.90%,,52.90%,,,,53.40%,,37.90%,,,,39.80%,Moderately Organized,Not Enough Data,Neutral,Neutral,Not Enough Data,Not Enough Data,Weak,,,,,96.90%,97.10%,96.60%,93.50%,No,No,
610132,Edgar Allan Poe Elementary Classical School,60628,0,NWEA,Above Average,68.50%,74.10%,66.70%,75%,51.70%,,,66.70%,85.20%,59.30%,85.70%,51.70%,,,70.30%,Far Above Average,91.40%,92.60%,92.60%,89.30%,93.10%,,,91.90%,92.60%,85.20%,89.30%,96.60%,,,91%,67%,,,,,75%,68.90%,,,,,71.70%,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,,,,,97.60%,98%,97.20%,96.20%,Yes,No,
610133,Laura S Ward Elementary School,60624,0,Scantron,Far Above Average,75.20%,60.50%,59.50%,80.60%,62.90%,88.90%,90.20%,74%,88.10%,65.90%,79.40%,66.70%,75%,82.90%,76.60%,Average,54.80%,39.10%,31.10%,48.70%,34.90%,72.90%,52.20%,46.80%,52.20%,55.60%,69.20%,59%,80.40%,62.20%,63.10%,73.70%,,,,,74%,76.90%,,,,,76.60%,Organized,Not Enough Data,Very Strong,Very Strong,Not Enough Data,Not Enough Data,Strong,51.70%,71.40%,4.5,2.7,92.90%,94.40%,97.50%,97.50%,No,No,
610134,Nathaniel Pope Elementary School,60623,6,Scantron,Above Average,68.80%,68.20%,78.90%,75%,73.30%,75%,76%,74.30%,60%,65%,73.30%,66.70%,62.50%,56%,63.10%,Below Average,37.40%,25%,40%,50%,41.20%,50%,36%,39%,27.30%,23.80%,43.80%,35.30%,50%,40%,35.90%,74.30%,,,,,74.30%,62.10%,,,,,63.10%,Organized,Neutral,Strong,Strong,Neutral,Neutral,Neutral,85.60%,47.60%,2,2,91.60%,92.10%,95.80%,95.60%,No,No,
610135,Portage Park Elementary School,60641,0,Scantron,Average,52.70%,60.90%,53.90%,51.10%,58%,52.60%,59.10%,56.10%,49.60%,65.20%,39.60%,40.20%,52.60%,45.20%,49.40%,Average,51.10%,48.70%,36.50%,45.20%,49.40%,55.10%,62.40%,49.60%,40.90%,56.50%,49.50%,49.40%,59.20%,59.80%,52.60%,,53%,61.10%,28.60%,64.40%,56.80%,,43%,56.10%,45.20%,50%,47.90%,Partially Organized,Not Enough Data,Neutral,Weak,Not Enough Data,Not Enough Data,Neutral,85.40%,68.70%,2.4,2.9,94.20%,94.10%,95.90%,96.10%,No,No,
610136,William H Prescott Elementary School,60614,0,Scantron,Above Average,62.70%,,41.70%,61.10%,50%,68.80%,53.30%,57.30%,100%,83.30%,50%,75%,43.80%,73.30%,67.90%,Below Average,41.30%,41.70%,53.80%,16.70%,33.30%,50%,6.70%,32.60%,66.70%,46.20%,16.70%,66.70%,62.50%,53.30%,50%,,54.90%,,,,53.50%,,71.20%,,,,64.40%,Well-organized,Very Strong,Strong,Neutral,Very Strong,Strong,Very Strong,23.50%,8.30%,1.6,2.2,93.50%,94.90%,97.60%,96.50%,Pending,No,
610137,Ernst Prussing Elementary School,60630,0,NWEA,Above Average,66.30%,72.50%,67.70%,71.40%,70.40%,63%,63.60%,67.70%,79.60%,58.20%,78%,64.20%,52.70%,62.70%,65%,Above Average,60.40%,53.70%,63.90%,61.90%,63.20%,60.30%,66.20%,61.80%,74.50%,56.80%,56.30%,71.90%,48.10%,53.50%,59%,,66.20%,68.50%,61.80%,66%,67.90%,,60.10%,67%,55%,77.60%,63.70%,Moderately Organized,Not Enough Data,Neutral,Neutral,Not Enough Data,Not Enough Data,Neutral,47.40%,17.60%,2.3,2.3,95.40%,95%,96%,96.30%,No,No,
610138,Pulaski International School of Chicago,60647,0,Scantron,Above Average,63.40%,80.20%,50%,44.40%,70.30%,64.90%,70%,63.70%,74.10%,63.20%,50.80%,62.20%,47.20%,76.90%,63.10%,Average,53.80%,56.10%,48.40%,36.90%,50%,51.90%,57.80%,50.60%,56.60%,57.10%,56.70%,48%,60.50%,62.20%,57%,,62.90%,,62.50%,69.40%,63.10%,,63.30%,,81.30%,71.90%,62.90%,Moderately Organized,Neutral,Neutral,Neutral,Neutral,Neutral,Strong,57.10%,21.30%,2.1,4.3,96.10%,95.20%,96.20%,96.80%,Yes,No,
610139,George M Pullman Elementary School,60628,0,Scantron,Far Above Average,86.40%,90.50%,69.20%,70%,92.90%,95%,92.30%,85.10%,81%,92.90%,90%,86.70%,95%,80%,87.60%,Above Average,64.60%,65.40%,40%,40%,82.40%,70%,68.80%,61.40%,73.10%,80%,65%,50%,80%,56.30%,67.80%,85.20%,,,,,85.60%,85.90%,,,,,87.10%,Organized,Neutral,Neutral,Strong,Strong,Neutral,Neutral,85.40%,58%,2.3,2.3,93.50%,90.70%,96.20%,95.10%,No,No,
610141,Ravenswood Elementary School,60613,0,NWEA,Far Above Average,70.70%,78.60%,80.60%,72.20%,77.80%,65.40%,34.60%,68.60%,82.90%,82.40%,88.90%,55.20%,59.30%,69%,72.70%,Average,53.60%,71.40%,46.90%,50%,42.90%,64.30%,48.10%,54%,77.10%,60%,72.20%,30%,31%,50%,53.10%,,67.10%,86.10%,,,67%,51.40%,76.50%,86.10%,,,71.10%,Well-organized,Strong,Neutral,Neutral,Strong,Strong,Strong,76.30%,39.60%,2.9,1.9,94.90%,94.70%,95.70%,96.90%,No,No,
610142,William H Ray Elementary School,60637,0,NWEA,Above Average,58.80%,68.10%,48.60%,58.20%,69.20%,,,60.80%,64.90%,48.60%,57.80%,55.70%,,,56.80%,Average,53.40%,63%,54.50%,52.10%,55.20%,,,56.20%,66.20%,54.50%,44.30%,33.30%,,,50.50%,53.10%,,68.30%,48.90%,,60%,52.50%,,61.90%,62.50%,,53.50%,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,64.60%,40%,1.7,1.8,95.10%,93.50%,94.90%,97%,No,No,
610143,William C Reavis Math & Science Specialty ES,60615,5,Scantron,Below Average,44.30%,45.80%,29.60%,60%,52.20%,34.60%,50%,45.40%,55.60%,45.20%,32.30%,58.30%,32%,37.50%,43.20%,Far Below Average,25.50%,25.80%,23.30%,41.90%,20%,29.60%,18.50%,26.90%,16.70%,24.20%,25%,28.60%,35.70%,14.80%,24.20%,45.30%,,,,,45.30%,43.10%,,,,,43%,Partially Organized,Not Enough Data,Weak,Very Weak,Not Enough Data,Not Enough Data,Weak,68.50%,59.30%,2.9,2.7,93.50%,93.10%,94.80%,94.20%,Pending,No,
610312,Mary E McDowell Elementary School,60619,0,NWEA,Above Average,67.10%,51.70%,50%,62.10%,,,,54.90%,86.20%,87.50%,65.50%,,,,79.30%,Average,50.30%,55.20%,34.50%,59.40%,,,,50%,65.50%,34.50%,51.60%,,,,50.60%,55.30%,,,,,56.60%,77.60%,,,,,78.90%,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,,66.70%,,1.8,95.50%,95.70%,96.10%,95.50%,Pending,No,
610144,Frank W Reilly Elementary School,60618,0,Scantron,Above Average,59.20%,49.40%,53.40%,52.50%,51.50%,47.80%,70.30%,54.10%,64.40%,75.50%,56%,64.40%,49.40%,75.60%,64.30%,Average,45.40%,29.60%,26.90%,35.90%,34.90%,35.80%,53.20%,35.70%,39.10%,53.80%,48%,64.80%,58.90%,69.90%,55.20%,,55.10%,55.90%,36.50%,51.50%,53.60%,,63.50%,73.50%,53.10%,59.20%,63.50%,Partially Organized,Neutral,Weak,Neutral,Neutral,Weak,Neutral,43.40%,41.70%,1.7,1.7,97%,96.70%,96.70%,96.20%,Pending,No,
610145,Peter A Reinberg Elementary School,60634,0,Scantron,Above Average,57.40%,52.10%,54.40%,49.30%,65.10%,56.80%,55.20%,55.80%,76.10%,61.80%,53.60%,53.10%,58.20%,50.90%,59.10%,Average,48.70%,41.90%,54.20%,35.60%,43.50%,47.70%,45.30%,44.70%,57.50%,69.40%,51.40%,42.90%,53.60%,42.40%,52.80%,,53.50%,58.70%,53.80%,55.40%,54.20%,,58.70%,59.80%,48.40%,66.70%,59.80%,Moderately Organized,Weak,Neutral,Strong,Neutral,Neutral,Neutral,58.90%,41%,1.5,4.2,95.80%,95.30%,95.70%,95.90%,No,No,
610146,Paul Revere Elementary School,60619,6,Scantron,Above Average,56.30%,32%,45.70%,42.90%,40%,71.40%,69%,51.60%,64.30%,80%,47.10%,36.40%,64.30%,65.90%,61.20%,Far Below Average,23.90%,16.70%,12.80%,16.70%,13.30%,34.40%,40.50%,22.80%,33.30%,40%,25%,6.70%,21.90%,19.50%,25%,51.60%,,,,,51.40%,61.20%,,,,,60.70%,Moderately Organized,Not Enough Data,Neutral,Neutral,Not Enough Data,Not Enough Data,Weak,68.90%,36%,2.9,2.7,92.40%,91.70%,94.60%,94.60%,No,No,
610147,Philip Rogers Elementary School,60645,0,Scantron,Above Average,59.60%,51.40%,65.30%,49.20%,53.30%,50%,69%,56.40%,69.90%,70.40%,41.80%,55%,77.40%,63.20%,62.70%,Above Average,60.40%,51.30%,56.20%,50%,50%,55.60%,76.30%,56.10%,56%,65.80%,51.40%,60.90%,72.70%,86.40%,64.60%,61.10%,49.70%,65.80%,50%,57.40%,56.10%,56.40%,61.50%,58.20%,59.50%,71%,64.80%,Well-organized,Strong,Neutral,Neutral,Strong,Strong,Strong,100%,89.50%,2.1,2.1,96.40%,95.20%,95.10%,95.30%,No,No,
610148,Cesar E Chavez Multicultural Academic Center ES,60609,0,NWEA,Far Above Average,76.50%,70.60%,77.20%,84.20%,53.80%,68.50%,79.30%,72.40%,62.80%,88.70%,87%,87.90%,67.30%,93.10%,80.40%,Average,54.90%,40.70%,47.70%,39.70%,34.30%,40.70%,62.70%,43.70%,50%,68.10%,70.50%,64.70%,69.50%,79.70%,65.90%,,72.40%,,,73.30%,72.40%,,80.30%,,,80.80%,80.40%,Well-organized,Strong,Strong,Neutral,Strong,Very Strong,Neutral,31.90%,45.60%,2.7,2,95.10%,94.80%,96.10%,95.30%,No,No,
610150,Betsy Ross Elementary School,60637,17,Scantron,Average,49.30%,29.70%,38.70%,48%,67.70%,53.30%,65.50%,49.70%,27.80%,41.90%,60.90%,54.80%,56.70%,58.60%,48.90%,Far Below Average,20.60%,9.50%,11.80%,13.30%,17.60%,31.40%,35.50%,19.40%,2.40%,14.70%,23.30%,20.60%,37.10%,38.70%,21.80%,50%,,,,,49.70%,48.60%,,,,,48.90%,Organized,Weak,Strong,Neutral,Strong,Neutral,Weak,88.20%,82.10%,2.8,2.9,88.90%,88.50%,93.90%,95.30%,No,No,
610152,Martha Ruggles Elementary School,60619,0,Scantron,Average,54%,48.80%,62.80%,64.10%,60.50%,55.10%,62.20%,58.60%,61.90%,60.50%,57.50%,38.50%,40.40%,36.80%,49.40%,Far Below Average,28.30%,27.70%,20%,24.40%,40.50%,24.50%,47.40%,30%,25.50%,44.40%,33.30%,11.90%,16%,28.90%,26.60%,59.10%,,,36.80%,,58.30%,49.80%,,,39.50%,,50%,Partially Organized,Neutral,Weak,Neutral,Weak,Neutral,Weak,85.30%,74%,1.2,1.9,93.90%,93.20%,96.70%,97.40%,No,No,
610153,William H Ryder Math & Science Specialty ES,60620,5,Scantron,Above Average,55.80%,35%,60.90%,45.50%,37.50%,42.30%,64%,47.90%,69.60%,87%,56.50%,66.70%,54.20%,48%,63.40%,Below Average,32.80%,27.30%,23.10%,18.20%,0%,34.60%,36%,22.70%,33.30%,61.50%,52.20%,35.70%,38.50%,35.70%,42.60%,48.10%,,,,,46.60%,64%,,,53.30%,,63%,Well-organized,Strong,Not Enough Data,Not Enough Data,Strong,Strong,Not Enough Data,86.30%,54.50%,2.7,2.4,93%,92.70%,94.30%,93.50%,No,No,
610154,Martin A Ryerson Elementary School,60624,0,Scantron,Above Average,66.30%,58%,72.20%,71.10%,69.80%,60.50%,58.10%,64.90%,64.70%,91.20%,69.80%,68.20%,62.20%,48%,67.80%,Below Average,44%,36.50%,42.10%,22.90%,27.30%,25%,34.40%,31%,32.70%,63.20%,54.30%,55.60%,78.30%,69.20%,57.30%,64.50%,,,64.10%,,64.90%,67.80%,,,76.90%,,67.80%,Partially Organized,Weak,Neutral,Weak,Neutral,Neutral,Weak,33%,33.30%,1.9,3.1,95.50%,94.80%,96.80%,96.60%,No,No,
